away_club_id,away_club_position,away_club_goals,away_club_manager_name,away_club_name,game_id
10,,5,Jeff Saibene,Arminia Bielefeld,3048415
1063,,10,,Viborg FF,3055465
1132,16,3,Sean Dyche,Burnley FC,3592103
2477,,3,JosÃ© Morais,Karpaty Lviv (-2021),3098551
47,,10,Alekos Vosniadis,Iraklis Thessaloniki,3105224
2414,,3,Bo Henriksen,AC Horsens,3106416
383,,0,Phillip Cocu,PSV Eindhoven,2367255
512,,4,Mark Hughes,Stoke City,2527281
383,4,3,Ernest Faber,PSV Eindhoven,3216230
987,12,0,Stephen Robinson,Motherwell FC,3394840
48332,5,2,Ruslan Kostyshyn,Kolos Kovalivka,3420666
48332,4,2,Ruslan Kostyshyn,Kolos Kovalivka,3420999
1025,13,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433190
383,3,5,Roger Schmidt,PSV Eindhoven,3450701
383,2,1,Roger Schmidt,PSV Eindhoven,3450724
383,2,0,Roger Schmidt,PSV Eindhoven,3450737
383,,2,Roger Schmidt,PSV Eindhoven,3497996
383,2,2,Roger Schmidt,PSV Eindhoven,3598071
383,2,5,Roger Schmidt,PSV Eindhoven,3598085
48332,10,0,Sergey Kuznetsov,Kolos Kovalivka,3602259
467,,2,Rogier Meijer,NEC Nijmegen,3733608
467,8,1,Rogier Meijer,NEC Nijmegen,3837235
1025,16,2,Thiago Motta,Bologna FC 1909,3844832
383,4,2,Ruud van Nistelrooy,PSV Eindhoven,3852643
467,9,0,Rogier Meijer,NEC Nijmegen,3852661
48332,7,0,Yaroslav Vyshnyak,Kolos Kovalivka,3953960
467,10,1,Rogier Meijer,NEC Nijmegen,4097949
467,13,1,Rogier Meijer,NEC Nijmegen,4097993
512,15,1,Tony Pulis,Stoke City,2225558
512,12,1,Tony Pulis,Stoke City,2225733
987,5,2,Stuart McCall,Motherwell FC,2227521
1025,14,1,Stefano Pioli,Bologna FC 1909,2251453
1025,14,3,Stefano Pioli,Bologna FC 1909,2251474
512,9,0,Tony Pulis,Stoke City,2258917
383,2,2,Phillip Cocu,PSV Eindhoven,2342332
467,18,2,Anton Janssen,NEC Nijmegen,2342391
383,10,1,Phillip Cocu,PSV Eindhoven,2342398
282,,1,Husref Musemic,,3211539
7119,,1,Filipe Moreira,,3213707
1257,,0,Nicolas Huysman,,3223036
10140,,2,Ricardo Soares,,3229021
301,,0,Vergil Andronache,,3244615
144,,1,Igor Biscan,,3244616
159,,0,Vladan Milojevic,,3252149
409,,4,Jesse Marsch,,3252226
496,,0,Uwe RÃ¶sler,,3252416
22220,,0,Roman Grygorchuk,,3252485
4057,,1,Aleksandr Ushakhin,,3263725
49939,,0,Bruno Trocini,,3266769
3031,,0,Ray McKinnon,,3288603
56447,,2,Massimo Epifani,,3441886
4159,,0,Silvio Baldini,,3457991
2655,,1,Domenico Di Carlo,,3461281
409,,1,Jesse Marsch,,3461765
404,,2,Erik van der Ven,,3462157
419,,0,Zoran Mamic,,3462289
159,,2,Dejan StankoviÄ‡,,3462340
697,,2,Pavel Hoftych,,3462362
170,,1,Dietmar KÃ¼hbauer,,3462367
238,,0,Dariusz Zuraw,,3462371
254,,0,Michael Schiele,,3485250
698,,0,Dean Holden,,3517366
3461,,1,Tiernan Lynch,,3616620
197,,1,Pavel Vrba,,3637641
452,,0,David Wagner,,3651071
67241,,1,Robert Evdokimov,,3693534
12886,,0,Gary Naysmith,,3705072
986,,1,Mark Bonner,,3710358
409,,1,Matthias Jaissle,,3714222
2795,,0,John McGlynn,,3739470
1023,,1,Abel Ferreira,,3749946
159,,0,Dejan StankoviÄ‡,,3757957
4084,,0,Edoardo Gorini,,3897455
3716,,0,Graham Coughlan,,3911699
409,,0,Matthias Jaissle,,3956723
61,,6,RenÃ© Weiler,,4089918
1302,,0,Jon Brady,,4097140
408,,1,William Viali,,4137128
1443,,1,Jaroslav Hynek,,4137957
53453,,0,Vardan Minasyan,,4138042
61,,1,RenÃ© Weiler,,4146774
790,,1,Damir Krznar,,4148245
62,,1,Jindrich Trpisovsky,,4162171
170,,0,Zoran Barisic,,4162551
75506,,0,Oleg Vasilenko,,4181750
1284,,1,Gert Heerkes,,2240551
272,,2,Andreas Alm,,2254989
254,,0,Gerd Dais,,2258319
687,,1,Ole Gunnar Solskjaer,,2262389
197,,1,Vitezslav Lavicka,,2262396
3020,,0,Paul Hartley,,2267267
3933,,1,Kevin Wilkin,,2270957
4814,,2,Ãlvaro MagalhÃ£es,,2271096
4585,,1,Theodosis Theodosiadis,,2282108
1027,,2,Phil Parkinson,,2282947
941,,3,Pavel Vrba,,2284497
164,,1,Michael Appleton,,2291323
7378,17,0,Paulo SÃ©rgio,Portimonense SC,3211846
235,18,1,Fred Grim,RKC Waalwijk,3216163
3385,,2,Angelos Digozis,Panserraikos,3280149
336,,1,Silas,Sporting CP,3296895
172,5,2,Karim Belhocine,RSC Charleroi,3415379
172,4,3,Karim Belhocine,RSC Charleroi,3415437
475,15,0,Peter Maes,Sint-Truidense VV,3415495
114,1,2,Sergen Yalcin,Besiktas JK,3426965
336,1,0,RÃºben Amorim,Sporting CP,3432163
681,5,1,Imanol Alguacil,Real Sociedad,3451181
368,4,2,Julen Lopetegui,Sevilla FC,3451432
2778,6,1,Flemming Pedersen,FC Nordsjaelland,3457410
1465,,1,Bruno Pinheiro,GD Estoril Praia,3492170
200,6,1,Rick Kruys,FC Utrecht,3598070
367,6,1,Andoni Iraola,Rayo Vallecano,3607548
720,1,3,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3621489
1465,9,0,Bruno Pinheiro,GD Estoril Praia,3621620
148,3,1,Antonio Conte,Tottenham Hotspur,3838020
3057,11,1,Ronny Deila,Standard LiÃ¨ge,3851206
114,1,3,ValÃ©rien IsmaÃ«l,Besiktas JK,3860239
336,9,3,RÃºben Amorim,Sporting CP,3869049
1075,3,0,Artur Jorge,SC Braga,3869168
7378,14,0,Paulo SÃ©rgio,Portimonense SC,3869280
3302,19,1,Rubi,UD AlmerÃ­a,3886589
367,10,0,Andoni Iraola,Rayo Vallecano,3886651
148,,0,Antonio Conte,Tottenham Hotspur,3911801
159,,1,Vladan Milojevic,,3222676
6992,5,2,Roman Grygorchuk,Chornomorets Odessa,2223108
415,11,1,Alain Casanova,FC Toulouse,2224078
601,7,0,Hein Vanhaezebrouck,KV Kortrijk,2224791
1301,6,3,Pedro Martins,CS MarÃ­timo,2240166
336,10,1,Jesualdo Ferreira,Sporting CP,2240191
2414,,0,Johnny MÃ¶lby,AC Horsens,2254957
148,4,0,AndrÃ© Villas-Boas,Tottenham Hotspur,2258982
1063,10,0,Auri Skarbalius,Viborg FF,2329385
1063,10,1,Auri Skarbalius,Viborg FF,2329436
204,13,1,Stanley Menzo,Lierse SK (- 2018),2329784
3057,1,5,Guy Luzon,Standard LiÃ¨ge,2329795
2990,14,1,SÃ©rgio ConceiÃ§Ã£o,AcadÃ©mica Coimbra,2340215
336,2,2,Leonardo Jardim,Sporting CP,2340237
2990,9,1,SÃ©rgio ConceiÃ§Ã£o,AcadÃ©mica Coimbra,2340348
367,19,0,Paco JÃ©mez,Rayo Vallecano,2341047
681,15,0,Jagoba Arrasate,Real Sociedad,2341143
132,12,2,Nebojsa Gudelj,NAC Breda,2342353
1025,15,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3844783
383,,0,Ruud van Nistelrooy,PSV Eindhoven,3956714
512,10,1,Mark Hughes,Stoke City,2332294
1025,20,1,Stefano Pioli,Bologna FC 1909,2359283
362,,2,Patrick Braune,,3224804
839,,2,Massimo Oddo,,3246412
238,,2,Dariusz Zuraw,,3459004
279,,1,Peter StÃ¶ger,,3651576
8047,,0,Miguel Moreira,,3838494
156,,1,Stanimir Stoilov,,3838497
2481,,0,Stjepan Tomas,,3912587
1270,,3,James McPake,,3969492
170,,0,Peter SchÃ¶ttel,,2262473
1075,,4,Ricardo SÃ¡ Pinto,SC Braga,3252554
3302,,2,Guti,UD AlmerÃ­a,3286276
1531,,2,Pacheta,Elche CF,3294634
6992,,0,Sergiy Kovalets,Chornomorets Odessa,3446038
681,,1,Imanol Alguacil,Real Sociedad,3462267
1531,,2,Jorge AlmirÃ³n,Elche CF,3487489
5818,,3,Martin Thomsen,Hobro IK,3619406
3691,,8,Sergey Zhukov,Tom Tomsk,3628156
1075,,1,Carlos Carvalhal,SC Braga,3651575
1091,,0,Razvan Lucescu,PAOK Thessaloniki,3838467
1075,,2,Artur Jorge,SC Braga,3912574
127,,7,Lukas Kwasniok,SC Paderborn 07,4088598
2414,,3,Johnny MÃ¶lby,AC Horsens,2265172
6992,,2,Roman Grygorchuk,Chornomorets Odessa,2266364
47,,0,Georgios Strantzalis,Iraklis Thessaloniki,2282070
1465,,1,Marco Silva,GD Estoril Praia,2351351
48332,,0,Ruslan Kostyshyn,Kolos Kovalivka,3451635
383,,4,Roger Schmidt,PSV Eindhoven,3651684
383,,3,Dick Advocaat,PSV Eindhoven,2258361
1025,17,1,Davide Ballardini,Bologna FC 1909,2359406
383,1,1,Phillip Cocu,PSV Eindhoven,2459835
383,1,5,Phillip Cocu,PSV Eindhoven,2459842
512,10,1,Mark Hughes,Stoke City,2486491
512,10,2,Mark Hughes,Stoke City,2486719
512,10,1,Mark Hughes,Stoke City,2486788
987,10,0,Ian Baraclough,Motherwell FC,2505064
987,10,0,Ian Baraclough,Motherwell FC,2505087
512,8,1,Mark Hughes,Stoke City,2578171
383,7,1,Phillip Cocu,PSV Eindhoven,2588911
467,8,1,Ernest Faber,NEC Nijmegen,2589100
383,1,3,Phillip Cocu,PSV Eindhoven,2589191
1025,16,2,Roberto Donadoni,Bologna FC 1909,2604086
1025,9,1,Roberto Donadoni,Bologna FC 1909,2604255
383,,1,Phillip Cocu,PSV Eindhoven,2697911
512,19,1,Mark Hughes,Stoke City,2698124
512,11,1,Mark Hughes,Stoke City,2698183
383,3,1,Phillip Cocu,PSV Eindhoven,2700839
383,3,2,Phillip Cocu,PSV Eindhoven,2700886
1025,9,1,Roberto Donadoni,Bologna FC 1909,2726527
467,,0,Adrie Bogers,NEC Nijmegen,2950339
987,8,0,Stephen Robinson,Motherwell FC,3080376
383,2,3,Mark van Bommel,PSV Eindhoven,3141179
6574,18,1,Eusebio Di Francesco,US Sassuolo,2359543
2477,11,0,Oleksandr Sevidov,Karpaty Lviv (-2021),2453108
127,10,0,AndrÃ© Breitenreiter,SC Paderborn 07,2460778
720,2,3,Julen Lopetegui,FC Porto,2469541
367,10,1,Paco JÃ©mez,Rayo Vallecano,2475307
681,12,0,David Moyes,Real Sociedad,2475491
601,6,2,Yves Vanderhaeghe,KV Kortrijk,2512765
3057,5,3,Ivan Vukomanovic,Standard LiÃ¨ge,2530808
2778,7,0,Ã“lafur Helgi KristjÃ¡nsson,FC Nordsjaelland,2532455
5818,12,1,Ove Pedersen,Hobro IK,2581348
3057,12,1,Slavoljub Muslin,Standard LiÃ¨ge,2587023
601,8,1,Johan Walem,KV Kortrijk,2633808
475,9,1,Chris O'Loughlin,Sint-Truidense VV,2636715
475,10,0,Chris O'Loughlin,Sint-Truidense VV,2653865
6574,14,3,Eusebio Di Francesco,US Sassuolo,2726811
172,5,1,Felice MazzÃ¹,RSC Charleroi,2732131
1132,10,1,Sean Dyche,Burnley FC,2872142
148,5,3,Mauricio Pochettino,Tottenham Hotspur,2872297
2778,1,2,Kasper Hjulmand,FC Nordsjaelland,2875137
5818,4,1,Thomas Thomasberg,Hobro IK,2875193
1465,18,0,Pedro Emanuel,GD Estoril Praia,2883610
1301,5,2,Daniel Ramos,CS MarÃ­timo,2883665
7378,14,2,VÃ­tor Oliveira,Portimonense SC,2883706
720,1,5,SÃ©rgio ConceiÃ§Ã£o,FC Porto,2884444
418,3,2,ZinÃ©dine Zidane,Real Madrid,2899873
336,2,1,RÃºben Amorim,Sporting CP,4109309
3057,8,1,Ricardo SÃ¡ Pinto,Standard LiÃ¨ge,2987602
1301,6,0,ClÃ¡udio Braga,CS MarÃ­timo,3069430
868,13,1,Mustafa Kaplan,MKE AnkaragÃ¼cÃ¼,3069968
1465,,1,LuÃ­s Freire,GD Estoril Praia,3093847
667,9,1,Thierry Laurey,RC Strasbourg Alsace,3199582
1075,8,1,Ricardo SÃ¡ Pinto,SC Braga,3211344
1075,5,2,RÃºben Amorim,SC Braga,3211791
987,11,1,Stuart McCall,Motherwell FC,2481061
467,9,1,Ernest Faber,NEC Nijmegen,2589158
383,5,2,Phillip Cocu,PSV Eindhoven,2700628
1025,18,1,Filippo Inzaghi,Bologna FC 1909,3081173
12054,,1,Konstantin Galkin,,2381475
2714,,0,Oleg Kubarev,,2483453
20519,,0,Roberto Breda,,2744427
170,,2,Mike BÃ¼skens,,2758736
272,,1,Rikard Norling,,2894121
16486,,2,Antonio CalderÃ³n,,2929847
413,,0,Oliver Glasner,,3087352
79,,1,Bruno Labbadia,VfB Stuttgart,2360919
1075,,1,Jesualdo Ferreira,SC Braga,2360941
127,,1,AndrÃ© Breitenreiter,SC Paderborn 07,2361069
1237,,3,Ã“scar GarcÃ­a,Brighton & Hove Albion,2421959
148,,2,Mauricio Pochettino,Tottenham Hotspur,2483434
4171,,6,Fabio Brini,Benevento Calcio,2484259
20100,,3,Michael Hansen,FC Vestsjaelland,2501147
20100,,2,Michael Hansen,FC Vestsjaelland,2515950
15,,1,Roger Schmidt,Bayer 04 Leverkusen,2618618
148,,1,Mauricio Pochettino,Tottenham Hotspur,2618978
1063,,2,Johnny MÃ¶lby,Viborg FF,2631289
15,,5,Markus KrÃ¶sche,Bayer 04 Leverkusen,2754875
681,,6,Eusebio,Real Sociedad,2919835
5818,,2,,Hobro IK,3106423
148,,7,Mauricio Pochettino,Tottenham Hotspur,3136596
467,,0,Ernest Faber,NEC Nijmegen,2642401
383,4,1,Ernest Faber,PSV Eindhoven,3216196
383,4,1,Ernest Faber,PSV Eindhoven,3216262
987,8,3,Stephen Robinson,Motherwell FC,3394852
1025,12,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433328
467,18,0,Rogier Meijer,NEC Nijmegen,3580960
467,11,3,Rogier Meijer,NEC Nijmegen,3597853
48332,10,1,Yaroslav Vyshnyak,Kolos Kovalivka,3602290
987,5,2,Graham Alexander,Motherwell FC,3603089
48332,,0,Sergey Kuznetsov,Kolos Kovalivka,3668171
1025,8,2,Thiago Motta,Bologna FC 1909,3844962
383,3,1,Ruud van Nistelrooy,PSV Eindhoven,3852578
383,2,2,Ruud van Nistelrooy,PSV Eindhoven,3852596
383,1,2,Ruud van Nistelrooy,PSV Eindhoven,3852610
987,5,1,Stevie Hammell,Motherwell FC,3890027
987,2,0,Stuart McCall,Motherwell FC,2227564
383,1,6,Dick Advocaat,PSV Eindhoven,2250276
1025,10,1,Stefano Pioli,Bologna FC 1909,2251523
987,2,3,Stuart McCall,Motherwell FC,2251965
987,,0,Stuart McCall,Motherwell FC,2254973
512,17,2,Mark Hughes,Stoke City,2332081
512,10,0,Mark Hughes,Stoke City,2332268
987,3,0,Stuart McCall,Motherwell FC,2334961
987,3,2,Stuart McCall,Motherwell FC,2335016
383,2,1,Phillip Cocu,PSV Eindhoven,2342329
987,2,1,Stuart McCall,Motherwell FC,2452089
383,1,3,Phillip Cocu,PSV Eindhoven,2459869
669,,0,Savo Milosevic,,3233030
272,,0,Rikard Norling,,3244630
62,,1,Jindrich Trpisovsky,,3252156
2374,,5,Aleksandr Pobegalov,,3263720
496,,1,Jon Dahl Tomasson,,3291996
31614,,1,Pavel Vrba,,3292009
1074,,3,Micky Mellon,,3300778
413,,1,Dominik Thalhammer,,3328549
11135,,0,Oleg Sinelobov,,3384132
6112,,0,Waldemar Fornalik,,3451626
409,,3,Jesse Marsch,,3461802
2976,,0,Yossi Abukasis,,3462297
144,,1,Simon Rozman,,3462303
687,,1,Erling Moe,,3462317
119,,0,Georgios Donis,,3462322
62,,3,Jindrich Trpisovsky,,3462344
10625,,0,,,3462393
20519,,0,Vincenzo Vivarini,,3476400
11177,,0,Joey Barton,,3484193
990,,0,Mark Robins,,3491243
159,,1,Dejan StankoviÄ‡,,3496487
452,,0,Gerardo Seoane,,3528467
628,,3,Fedja Dudic,,3616628
1322,,0,Petr Rada,,3629198
2259,,2,Aleksandar Tunchev,,3631929
4172,,1,Luca D'Angelo,,3637793
159,,1,Dejan StankoviÄ‡,,3651945
6160,,0,FranÃ§ois Gesthuizen,,3690094
3867,,1,Luke Garrard,,3729269
2156,,1,JosÃ© Luis Oltra,,3837938
713,,0,Aleksandr Mikhailov,,3838492
1008,,0,Toni Koskela,,3912567
11107,,3,Paulo Sousa,,2247097
6251,,0,Esa Pekonen,,2247099
3348,,1,Professor Neca,,2247458
27349,,0,Marco Sesia,,2253908
30205,,0,Nunzio Iardino,,2253918
4718,,2,Carmine Gautieri,,2253953
4814,,0,FilÃ³,,2258401
7769,,1,Paulo SÃ©rgio,,2262242
170,,0,Peter SchÃ¶ttel,,2262414
8031,,0,Boyukaga Haciyev,,2262428
452,,2,Martin Rueda,,2262489
197,,0,Vitezslav Lavicka,,2262516
11602,,1,Julio Cobos,,2269549
3824,,1,Phil Simkin,,2282020
1211,,1,Micky Adams,,2282024
4814,,0,Ãlvaro MagalhÃ£es,,2283393
713,,0,Viktor Goncharenko,,2284468
21725,,0,Anastasios Beritzas,,2284510
32755,,4,Panagiotis Dilberis,,2284518
2793,,1,Paul Sturrock,,2286406
1078,,1,Tony Philliskirk,,2298945
26,,2,Murat Yakin,,2367094
301,,0,Laurentiu Reghecampf,,2368485
3345,,2,Pedro Correia,,2369981
1876,,2,Georgios Firos,,2379334
33593,,2,Toni Seligrat,,2382259
10140,,0,Francisco ChalÃ³,,2382295
31614,,1,Stoycho Stoev,,2385097
4793,,1,,,2385455
1301,16,2,JosÃ© Gomes,CS MarÃ­timo,3212638
6574,10,0,Roberto De Zerbi,US Sassuolo,3229212
19,18,1,Eugenio Corini,Brescia Calcio,3229331
3522,,0,Vincenzo Italiano,Spezia Calcio,3243586
114,,1,Recep Ucar,Besiktas JK,3252505
15,14,1,Peter Bosz,Bayer 04 Leverkusen,3412927
79,10,2,Pellegrino Matarazzo,VfB Stuttgart,3413145
3057,2,2,Philippe Montanier,Standard LiÃ¨ge,3415253
475,15,2,Peter Maes,Sint-Truidense VV,3415404
235,17,1,Fred Grim,RKC Waalwijk,3450599
2414,12,2,Jens Berthel Askou,AC Horsens,3457495
667,6,1,Julien StÃ©phan,RC Strasbourg Alsace,3589572
418,1,2,Carlo Ancelotti,Real Madrid,3607540
7775,3,2,Ã–mer Erdogan,Hatayspor,3612991
1075,4,2,Carlos Carvalhal,SC Braga,3621571
3302,13,1,Rubi,UD AlmerÃ­a,3844602
475,8,1,Bernd Hollerbach,Sint-Truidense VV,3851111
172,11,1,Edward Still,RSC Charleroi,3851143
3057,6,1,Ronny Deila,Standard LiÃ¨ge,3851275
7378,4,1,Paulo SÃ©rgio,Portimonense SC,3869112
720,2,2,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3869167
418,2,2,Carlo Ancelotti,Real Madrid,3886412
681,3,0,Imanol Alguacil,Real Sociedad,3886511
2477,14,1,Nikolay Kostov,Karpaty Lviv (-2021),2223194
28643,16,1,Dirk Geeraerd,SK Beveren,2224743
3057,4,6,Ron Jans,Standard LiÃ¨ge,2224763
172,14,1,Yannick Ferrera,RSC Charleroi,2224802
204,11,1,Chris Janssens,Lierse SK (- 2018),2224849
601,9,0,Hein Vanhaezebrouck,KV Kortrijk,2224945
1465,8,1,Marco Silva,GD Estoril Praia,2240152
336,11,1,Jesualdo Ferreira,Sporting CP,2240228
368,12,3,Unai Emery,Sevilla FC,2341139
2990,11,1,Paulo SÃ©rgio,AcadÃ©mica Coimbra,2464776
683,,0,Pedro Martins,Olympiacos Piraeus,3222657
190,,2,Stale Solbakken,FC Copenhagen,3222660
3060,,2,Giannis Anastasiou,Atromitos Athens,3222970
232,,3,Oleg Kononov,Spartak Moscow,3232462
234,,1,Jaap Stam,Feyenoord Rotterdam,3233000
3060,,0,Giannis Anastasiou,Atromitos Athens,3233031
2741,,2,Evgeniy Kaleshin,Baltika Kaliningrad,3245887
4482,,6,Andriy Tlumak,Volyn Lutsk,3246420
5817,,5,,SÃ¶nderjyskE,3250277
234,,0,Jaap Stam,Feyenoord Rotterdam,3252475
1053,,3,Jacob Friis,Aalborg BK,3266294
12321,,2,Josep LluÃ­s MartÃ­,Girona FC,3283225
1084,,0,VÃ­ctor SÃ¡nchez,MÃ¡laga CF,3286261
40426,,9,Viktor Demidov,FC Tosno (-2018),3288434
237,,1,Vicente Moreno,RCD Mallorca,3294623
472,,1,Pepe Mel,UD Las Palmas,3294630
350,,2,Chris Wilder,Sheffield United,3306907
1244,,1,Javier Aguirre,CD LeganÃ©s,3307689
281,,1,Pep Guardiola,Manchester City,3322358
24,,0,Adi HÃ¼tter,Eintracht Frankfurt,3329382
1124,,2,Sergey Savchenkov,Fakel Voronezh,3434781
41231,,1,Vladimir Fedotov,FC Sochi,3434877
2381,,3,Riza Calimbay,Sivasspor,3462335
1090,,1,Pascal Jansen,AZ Alkmaar,3462387
3426,,0,Ã“lafur Helgi KristjÃ¡nsson,Esbjerg fB,3468610
678,,7,David Nielsen,Aarhus GF,3468614
18,,5,Marco Rose,Borussia MÃ¶nchengladbach,3485237
472,,4,Pepe Mel,UD Las Palmas,3487501
399,,0,Marcelo Bielsa,Leeds United,3491234
1050,,2,Unai Emery,Villarreal CF,3496475
1049,,4,Javi Gracia,Valencia CF,3497864
1244,,2,Josep LluÃ­s MartÃ­,CD LeganÃ©s,3497873
16795,,6,Diego MartÃ­nez,Granada CF,3508602
2036,,2,Frank Schmidt,1.FC Heidenheim 1846,3601604
86,,0,Markus Anfang,SV Werder Bremen,3601605
3609,,3,Dmitri Khokhlov,Rotor Volgograd,3646326
11127,,2,Igor Shalimov,Ural Yekaterinburg,3646600
3725,,3,Andrey Talalaev,Akhmat Grozny,3646605
865,,0,Bo Henriksen,FC Midtjylland,3683261
133,,5,Henk de Jong,SC Cambuur Leeuwarden,3683456
142,,1,Juan Ignacio MartÃ­nez,Real Zaragoza,3700909
931,,1,Marco Silva,Fulham FC,3710348
124,,1,Giovanni van Bronckhorst,Rangers FC,3757965
19657,,3,Henrik Pedersen,Vendsyssel FF,3859133
5,,1,Stefano Pioli,AC Milan,3911812
162,,1,Philippe Clement,AS Monaco,3912630
80,,1,Thomas Letsch,VfL Bochum,3918233
6418,,5,Giannis Anastasiou,Panetolikos GFS,3942777
1244,,5,Imanol Idiakez,CD LeganÃ©s,3949594
2448,,3,Abelardo,Sporting GijÃ³n,3949600
6912,,1,Tulipa,FC Vizela,3963030
714,,1,Diego MartÃ­nez,RCD Espanyol Barcelona,3964634
133,,0,Sjors Ultee,SC Cambuur Leeuwarden,3998918
3999,,2,Savvas Pantelidis,PAS Lamia 1964,4000511
167,,2,Markus Weinzierl,FC Augsburg,2221769
23611,,0,Igor Petrov,Olimpik Donetsk,2235966
371,,2,Neil Lennon,Celtic FC,2246636
339,,2,Juande Ramos,Dnipro Dnipropetrovsk (-2020),2254944
498,,0,Peter Maes,KSC Lokeren (- 2020),2254959
202,,2,Robert Maaskant,FC Groningen,2258365
724,,0,Hans de Koning,FC Volendam,2258373
27,,1,Jupp Heynckes,Bayern Munich,2262166
4482,,3,Anatoliy Demyanenko,Volyn Lutsk,2263220
2227,,2,Oleg Luzhnyi,SK Tavriya Simferopol ( - 2022),2263222
3426,,3,,Esbjerg fB,2265179
4482,,2,Anatoliy Demyanenko,Volyn Lutsk,2266370
1148,,2,Uwe RÃ¶sler,Brentford FC,2270936
350,,2,Danny Wilson,Sheffield United,2270942
2578,,3,Steve Lomas,St. Johnstone FC,2271141
28956,,3,Timotheos Kavakas,AEL Kalloni,2282084
631,,3,Rafael BenÃ­tez,Chelsea FC,2283258
1436,,0,Ulisses Morais,SC Beira-Mar,2283377
6676,,1,Sakis Tsiolis,Asteras Tripolis,2284867
2282,,0,Juan Carlos Garrido,Club Brugge KV,2351378
976,,0,JosÃ© Barros,CF UniÃ£o Madeira (-2021),2360125
3327,,1,Miguel Leal,FC Penafiel,2360134
1436,,2,Jorge Neves,SC Beira-Mar,2360138
13,,3,Diego Simeone,AtlÃ©tico de Madrid,2367039
2439,,0,Dorinel Munteanu,Kuban Krasnodar (-2018),2367208
2420,,0,Rui VitÃ³ria,VitÃ³ria GuimarÃ£es SC,2367328
5358,,1,Pablo Alfaro,SD Huesca,2367583
865,,4,Glen Riddersholm,FC Midtjylland,2368278
33,,0,Jens Keller,FC Schalke 04,2368463
2696,,2,Aleksandr Tsygankov,Krylya Sovetov Samara,2370132
605,,0,Zoran Milinkovic,Aris Thessaloniki,2379322
610,,1,Frank de Boer,Ajax Amsterdam,2385102
4,,0,ValÃ©rien IsmaÃ«l,1.FC Nuremberg,2458320
20,,1,Senol GÃ¼nes,Bursaspor,2470374
2481,,1,Zoran Zekic,,3222950
32768,,0,Giovanni Tedesco,,3222990
11107,,0,Marko Nikolic,,3223014
22010,,0,Sanan Qurbanov,,3223015
2259,,1,Bruno Akrapovic,,3223033
45057,,3,,,3224794
16173,,4,Jesper Holdt,,3224830
58065,,2,Aleksey Stukalov,,3227379
279,,1,Sergiy Rebrov,,3232126
419,,4,Nenad Bjelica,,3232127
40335,,0,Paul Meulenberg,,3232150
61832,,0,Bert Vos,,3232165
496,,0,Uwe RÃ¶sler,,3232986
301,,1,Vergil Andronache,,3233024
12439,,0,Sergey Gunko,,3234715
20423,,0,Colince Ngaha Poungoue,,3246418
63935,,2,Vangelis Tziarras,,3248602
65125,,1,Dejan Miloseski,,3248607
853,,4,Bertrand Crasson,,3252415
11312,,12,Gert Jan Karsten,,3252856
39432,,3,Frans Adelaar,,3252857
23692,,3,Chris Geddes,,3252970
37772,,3,Apostolos Charalampidis,,3261785
33424,,7,Anthony Correia,,3263187
3491,,7,Steven MacKay,,3265550
74279,,0,JosÃ© Curiel,,3269690
73876,,0,JosÃ© Contreras,,3269693
73877,,1,Rafael Bericat,,3269694
1211,,1,John Askey,,3276857
44753,,1,Artem Gorlov,,3282962
13222,,5,Andoni Iraola,,3283235
14590,,2,Aleksandr Saitov,,3283389
11122,,1,Sergey Bulatov,,3283404
2867,,1,Alberto Monteagudo,,3286264
1191,,0,Lee Miller,,3288595
698,,0,Lee Johnson,,3305449
337,,0,Pep Clotet,,3306906
37029,,1,Andrey Meshchaninov,,3307740
22444,,1,Sergey Gunko,,3307762
33536,,2,Aleksandr Bodrov,,3384136
12048,,0,Ramazan Shumakhov,,3385550
6673,,1,Andrey Kozlov,,3385551
20529,,1,Aleksandr Saitov,,3385561
12420,,5,Vladimir Arays,,3385623
11123,,3,Stanislav Tskhovrebov,,3407706
60697,,0,,,3409155
44850,,0,Dennis Dekkers,,3409165
37029,,6,Rinat Bilyaletdinov,,3412083
54797,,0,Oleg Morozov,,3412230
4313,,0,Jens Berthel Askou,,3419749
75068,,4,Sergey Kirsanov,,3420272
80309,,6,Lars Spinner,,3430372
1842,,6,Morten Uddberg,,3430379
444,,1,RenÃ© Henriksen,,3430382
1909,,1,,,3430388
10734,,6,Scott Ruscoe,,3433577
447,,1,Hari Vukas,,3433579
697,,5,Pavel Hoftych,,3433586
10617,,0,Matteo Cecchetti,,3433595
37022,,2,Zaur Tedeev,,3434763
17133,,0,Erik Ashurbekov,,3434772
6673,,3,Andrey Kozlov,,3434790
16611,,2,Sergey Butenko,,3434805
2705,,3,Igor Kechaev,,3434809
1842,,1,SÃ¶ren SÃ¶rensen,,3446604
12275,,5,Morten MÃ¶lkjaer,,3446609
839,,4,Fabio Caserta,,3457973
4146,,2,Ivan Javorcic,,3457980
941,,0,Adrian Gula,,3459006
82058,,3,Luis Leal,,3476210
